TEAM         , NAME                      , NATIONALITY  , ROLE      , POSITION, AGE, SHOOTING, PASSING, DRIBBLING, PACE, DEFENDING, PHYSICAL, GOALKEEPING
UKRAINE      , OLEKSANDR ZINCHENKO       , Ukrainian    , Midfielder, CM      ,  30,       78,      88,        86,   78,        72,       70,           5
UKRAINE      , HEORHIY SUDAKOV           , Ukrainian    , Midfielder, CAM     ,  24,       82,      84,        88,   80,        66,       68,           5
UKRAINE      , MYKHAILO MUDRYK           , Ukrainian    , Attacker  , LW      ,  25,       82,      74,        86,   96,        36,       64,           5
UKRAINE      , ARTEM DOVBYK              , Ukrainian    , Attacker  , ST      ,  29,       88,      72,        78,   80,        40,       88,           5
UKRAINE      , VIKTOR TSYGANKOV          , Ukrainian    , Attacker  , RW      ,  29,       82,      80,        84,   84,        42,       70,           5
SCOTLAND     , ANGUS GUNN                , Scottish     , Goalkeeper, GK      ,  31,       10,      54,        40,   38,        30,       74,          84
SCOTLAND     , AARON HICKEY              , Scottish     , Defender  , RB      ,  24,       68,      76,        78,   84,        76,       74,           7
SCOTLAND     , JOHN SOUTTAR              , Scottish     , Defender  , CB      ,  30,       38,      68,        62,   64,        86,       86,           7
SCOTLAND     , KIERAN TIERNEY            , Scottish     , Defender  , CB      ,  29,       68,      78,        78,   84,        82,       82,           7
SCOTLAND     , ANDREW ROBERTSON          , Scottish     , Defender  , LB      ,  32,       74,      84,        82,   84,        80,       78,           7
SCOTLAND     , BILLY GILMOUR             , Scottish     , Midfielder, CM      ,  25,       74,      86,        84,   74,        72,       68,           5
SCOTLAND     , SCOTT MCTOMINAY           , Scottish     , Midfielder, CM      ,  30,       82,      78,        76,   72,        80,       88,           5
SCOTLAND     , JOHN MCGINN               , Scottish     , Midfielder, CAM     ,  31,       80,      82,        80,   74,        76,       82,           5
SCOTLAND     , CHE ADAMS                 , Scottish     , Attacker  , ST      ,  30,       80,      72,        76,   78,        38,       80,           5
SCOTLAND     , BEN DOAK                  , Scottish     , Attacker  , RW      ,  20,       78,      74,        84,   92,        34,       62,           5
SCOTLAND     , RYAN CHRISTIE             , Scottish     , Attacker  , LW      ,  31,       76,      80,        78,   76,        60,       70,           5
COLOMBIA     , CAMILO VARGAS             , Colombian    , Goalkeeper, GK      ,  37,       10,      54,        40,   38,        30,       76,          86
COLOMBIA     , DANIEL MUNOZ              , Colombian    , Defender  , RB      ,  30,       72,      78,        80,   86,        78,       80,           7
COLOMBIA     , DAVINSON SANCHEZ          , Colombian    , Defender  , CB      ,  30,       40,      70,        64,   76,        86,       86,           7
COLOMBIA     , CARLOS CUESTA             , Colombian    , Defender  , CB      ,  27,       38,      68,        62,   72,        84,       82,           7
COLOMBIA     , JOHAN MOJICA              , Colombian    , Defender  , LB      ,  34,       70,      76,        78,   84,        76,       74,           7
COLOMBIA     , JEFFERSON LERMA           , Colombian    , Midfielder, CDM     ,  31,       74,      78,        74,   72,        84,       86,           5
COLOMBIA     , RICHARD RIOS              , Colombian    , Midfielder, CM      ,  26,       76,      82,        82,   78,        76,       78,           5
COLOMBIA     , JAMES RODRIGUEZ           , Colombian    , Midfielder, CAM     ,  35,       84,      92,        88,   66,        58,       64,           5
COLOMBIA     , LUIS DIAZ                 , Colombian    , Attacker  , LW      ,  30,       88,      80,        90,   94,        42,       74,           5
COLOMBIA     , JHON DURAN                , Colombian    , Attacker  , ST      ,  23,       86,      70,        80,   84,        40,       86,           5
COLOMBIA     , LUIS SINISTERRA           , Colombian    , Attacker  , RW      ,  27,       82,      76,        86,   90,        38,       68,           5
ECUADOR      , HERNAN GALINDEZ           , Ecuadorian   , Goalkeeper, GK      ,  39,       10,      52,        40,   38,        30,       74,          84
ECUADOR      , ANGELO PRECIADO           , Ecuadorian   , Defender  , RB      ,  28,       68,      74,        76,   88,        76,       74,           7
ECUADOR      , WILLIAN PACHO             , Ecuadorian   , Defender  , CB      ,  25,       40,      72,        66,   78,        90,       86,           7
ECUADOR      , FELIX TORRES              , Ecuadorian   , Defender  , CB      ,  29,       38,      68,        62,   74,        86,       84,           7
ECUADOR      , PERVIS ESTUPINAN          , Ecuadorian   , Defender  , LB      ,  28,       72,      80,        80,   90,        78,       78,           7
ECUADOR      , MOISES CAICEDO            , Ecuadorian   , Midfielder, CDM     ,  25,       76,      84,        82,   82,        88,       88,           5
ECUADOR      , KENDRY PAEZ               , Ecuadorian   , Midfielder, CAM     ,  19,       82,      86,        90,   82,        60,       64,           5
ECUADOR      , ALAN FRANCO               , Ecuadorian   , Midfielder, CM      ,  27,       72,      78,        76,   74,        78,       80,           5
ECUADOR      , ENNER VALENCIA            , Ecuadorian   , Attacker  , ST      ,  37,       84,      72,        76,   86,        38,       78,           5
ECUADOR      , JHON YEB0AH               , Ecuadorian   , Attacker  , RW      ,  26,       80,      76,        84,   92,        36,       68,           5
ECUADOR      , JEREMY SARMIENTO          , Ecuadorian   , Attacker  , LW      ,  24,       80,      78,        86,   88,        38,       66,           5
CHILE        , BRAYAN CORTES             , Chilean      , Goalkeeper, GK      ,  31,       10,      52,        40,   38,        30,       74,          84
CHILE        , FELIPE LOYOLA             , Chilean      , Defender  , RB      ,  25,       68,      74,        74,   82,        76,       76,           7
CHILE        , PAULO DIAZ                , Chilean      , Defender  , CB      ,  32,       40,      72,        66,   72,        86,       84,           7
CHILE        , GUILLERMO MARIPAN         , Chilean      , Defender  , CB      ,  32,       38,      68,        62,   66,        88,       88,           7
CHILE        , GABRIEL SUAZO             , Chilean      , Defender  , LB      ,  29,       68,      78,        78,   82,        76,       74,           7
CHILE        , ERIC PULGAR               , Chilean      , Midfielder, CDM     ,  32,       74,      80,        74,   68,        84,       84,           5
CHILE        , MARCELINO NUNEZ           , Chilean      , Midfielder, CM      ,  25,       78,      84,        82,   76,        72,       72,           5
CHILE        , DARIO OSORIO              , Chilean      , Midfielder, CAM     ,  22,       80,      82,        86,   84,        60,       64,           5
CHILE        , ALEXIS SANCHEZ            , Chilean      , Attacker  , LW      ,  38,       84,      82,        86,   80,        42,       70,           5
CHILE        , EDUARDO VARGAS            , Chilean      , Attacker  , ST      ,  36,       82,      72,        76,   78,        38,       74,           5
CHILE        , BEN BRERETON DIAZ         , Chilean      , Attacker  , RW      ,  27,       82,      74,        78,   82,        40,       80,           5
PERU         , PEDRO GALLESE             , Peruvian     , Goalkeeper, GK      ,  36,       10,      52,        40,   38,        30,       76,          86
PERU         , LUIS ADVINCULA            , Peruvian     , Defender  , RB      ,  36,       70,      74,        74,   90,        74,       76,           7
PERU         , CARLOS ZAMBRANO           , Peruvian     , Defender  , CB      ,  37,       38,      68,        62,   62,        88,       88,           7
PERU         , ALEXANDER CALLENS         , Peruvian     , Defender  , CB      ,  33,       40,      72,        66,   68,        84,       84,           7
PERU         , MIGUEL TRAUCO             , Peruvian     , Defender  , LB      ,  33,       66,      78,        76,   76,        74,       72,           7
PERU         , RENATO TAPIA              , Peruvian     , Midfielder, CDM     ,  31,       72,      80,        76,   72,        84,       84,           5
PERU         , PEDRO AQUINO              , Peruvian     , Midfielder, CM      ,  31,       70,      76,        72,   70,        82,       82,           5
PERU         , Piero QUISPE              , Peruvian     , Midfielder, CAM     ,  24,       78,      84,        86,   82,        60,       64,           5
PERU         , GIANLUCA LAPADULA         , Peruvian     , Attacker  , ST      ,  36,       84,      72,        76,   74,        40,       82,           5
PERU         , ANDRE CARRILLO            , Peruvian     , Attacker  , RW      ,  35,       80,      78,        84,   86,        42,       68,           5
PERU         , BRYAN REYNA               , Peruvian     , Attacker  , LW      ,  27,       78,      74,        82,   88,        38,       66,           5
PARAGUAY     , CARLOS CORONEL            , Paraguayan   , Goalkeeper, GK      ,  29,       10,      52,        40,   38,        30,       74,          84
PARAGUAY     , JUAN CACERES              , Paraguayan   , Defender  , RB      ,  26,       66,      72,        72,   82,        76,       76,           7
PARAGUAY     , GUSTAVO GOMEZ             , Paraguayan   , Defender  , CB      ,  33,       40,      72,        66,   68,        90,       90,           7
PARAGUAY     , OMAR ALDERETE             , Paraguayan   , Defender  , CB      ,  30,       38,      68,        62,   70,        88,       88,           7
PARAGUAY     , BLAS RIVEROS              , Paraguayan   , Defender  , LB      ,  28,       64,      74,        74,   78,        76,       74,           7
PARAGUAY     , ANDRES CUBAS              , Paraguayan   , Midfielder, CDM     ,  29,       70,      76,        72,   70,        84,       84,           5
PARAGUAY     , DIEGO GOMEZ               , Paraguayan   , Midfielder, CM      ,  23,       78,      82,        80,   78,        74,       76,           5
PARAGUAY     , MIGUEL ALMIRON            , Paraguayan   , Midfielder, CAM     ,  32,       82,      82,        84,   90,        60,       68,           5
PARAGUAY     , JULIO ENCISO              , Paraguayan   , Attacker  , LW      ,  22,       84,      80,        88,   88,        40,       70,           5
PARAGUAY     , GABRIEL AVALOS            , Paraguayan   , Attacker  , ST      ,  35,       82,      70,        74,   72,        38,       84,           5
PARAGUAY     , RAMON SOSA                , Paraguayan   , Attacker  , RW      ,  26,       80,      76,        84,   88,        38,       68,           5
VENEZUELA    , RAFAEL ROMO               , Venezuelan   , Goalkeeper, GK      ,  36,       10,      52,        40,   38,        30,       74,          84
VENEZUELA    , JON ARAMBURU              , Venezuelan   , Defender  , RB      ,  24,       66,      74,        74,   84,        76,       74,           7
VENEZUELA    , YORDAN OSORIO             , Venezuelan   , Defender  , CB      ,  32,       38,      68,        62,   66,        86,       84,           7
VENEZUELA    , NAHUEL FERRARESI          , Venezuelan   , Defender  , CB      ,  27,       40,      70,        64,   72,        84,       84,           7
VENEZUELA    , MIGUEL NAVARRO            , Venezuelan   , Defender  , LB      ,  27,       64,      74,        74,   80,        76,       74,           7
VENEZUELA    , YANGEL HERRERA            , Venezuelan   , Midfielder, CM      ,  28,       78,      82,        80,   76,        80,       84,           5
VENEZUELA    , TOMAS RINCON              , Venezuelan   , Midfielder, CDM     ,  38,       70,      76,        72,   66,        84,       84,           5
VENEZUELA    , JEFFERSON SAVARINO        , Venezuelan   , Midfielder, CAM     ,  30,       82,      82,        86,   88,        58,       66,           5
VENEZUELA    , SALOMON RONDON            , Venezuelan   , Attacker  , ST      ,  37,       86,      72,        74,   68,        42,       90,           5
VENEZUELA    , DARWIN MACHIS             , Venezuelan   , Attacker  , LW      ,  33,       80,      74,        82,   90,        38,       68,           5
VENEZUELA    , YEFERSON SOTELDO          , Venezuelan   , Attacker  , RW      ,  29,       82,      84,        90,   86,        36,       60,           5
